transaction_id,user_id,device_id,timestamp,transaction_type,amount_rwf,balance_before_rwf,balance_after_rwf,recipient_id,location,is_fraud,anomaly_reason,hour_of_day,day_of_week,is_night,amount_log
T502768,U101766,D201766,2025-05-27 05:20:04,transfer,397,89698,89301,U101353,Nyagatare,0,,5,1,0,5.986452005284438
T501271,U100360,D200360,2025-06-05 22:24:29,transfer,100,34575,34475,U101511,Nyagatare,0,,22,3,0,4.61512051684126
T502789,U101760,D201760,2025-10-12 02:01:06,transfer,760,81215,80455,U100610,Gasabo,0,,2,6,1,6.634633357861686
T504517,U101590,D201590,2025-10-14 13:29:07,cash_out,100,8823,8723,,Nyamasheke,0,,13,1,0,4.61512051684126
T503595,U101868,D201868,2025-10-02 18:22:53,transfer,100,7476,7376,E987279,Kicukiro,0,,18,3,0,4.61512051684126
T501794,U101596,D201596,2025-07-07 13:29:45,transfer,100,36706,36606,U100830,Rubavu,0,,13,0,0,4.61512051684126
T500037,U101197,D201197,2025-07-13 04:38:46,cash_out,100,21675,21575,,Nyagatare,0,,4,6,1,4.61512051684126
T502265,U100928,D200928,2025-07-24 15:56:45,cash_in,460,57505,57965,,Kigali,0,,15,3,0,6.133398042996649
T509411,U101581,D201581,2025-05-27 01:35:23,cash_in,385,37348,37733,,Nyarugenge,0,,1,1,1,5.955837369464831
T506774,U101689,D201689,2025-06-10 19:38:35,airtime_purchase,100,22886,22786,,Nyarugenge,0,,19,1,0,4.61512051684126
T500396,U101526,D201526,2025-07-26 10:55:00,cash_in,172,53652,53824,,Musanze,0,,10,5,0,5.153291594497778
T505873,U100386,D200386,2025-08-27 22:38:01,airtime_purchase,226,25352,25126,,Huye,0,,22,2,0,5.424950017481402
T508019,U101563,D201563,2025-08-12 04:16:25,transfer,100,39244,39144,U100536,Gasabo,0,,4,1,1,4.61512051684126
T502293,U101260,D201260,2025-08-11 05:21:20,cash_out,118,15363,15245,,Huye,0,,5,0,0,4.77912349311153
T505573,U101254,D201254,2025-05-14 16:27:37,cash_out,701,18491,17790,,Kigali,0,,16,2,0,6.553933404025811
T507384,U100536,D200536,2025-09-07 05:49:11,cash_out,133,5674,5541,,Huye,0,,5,6,0,4.897839799950911
T503282,U101743,D201743,2025-07-28 16:42:26,cash_out,289,49359,49070,,Nyagatare,0,,16,0,0,5.66988092298052
T509584,U101523,D201523,2025-07-15 10:38:05,cash_in,100,9054,9154,,Gicumbi,0,,10,1,0,4.61512051684126
T504693,U100966,D200966,2025-07-19 21:10:40,transfer,109,7040,6931,E770956,Nyarugenge,0,,21,5,0,4.700480365792416
T508503,U100227,D200227,2025-08-17 20:59:44,cash_in,100,7987,8087,,Kigali,0,,20,6,0,4.61512051684126
T506814,U100680,D200680,2025-04-25 22:21:09,airtime_purchase,100,26192,26092,,Kicukiro,0,,22,4,0,4.61512051684126
T503463,U100773,D200773,2025-05-23 13:50:47,cash_in,372,40354,40726,,Huye,0,,13,4,0,5.921578419643815
T509989,U101313,D201313,2025-05-20 11:12:52,cash_out,100,21111,21011,,Gasabo,0,,11,1,0,4.61512051684126
T501362,U101203,D201203,2025-07-31 11:18:55,cash_in,100,25408,25508,,Nyamasheke,0,,11,3,0,4.61512051684126
T501984,U100124,D200124,2025-06-30 02:02:14,cash_out,100,1356,1256,,Ruhango,0,,2,0,1,4.61512051684126
T500631,U101911,D201911,2025-06-20 05:03:30,bill_payment,110,135138,135028,,Ruhango,0,,5,4,0,4.709530201312334
T509861,U101303,D201303,2025-08-29 02:31:26,transfer,100,6069,5969,U101775,Huye,0,,2,4,1,4.61512051684126
T503957,U101397,D201397,2025-07-19 22:13:53,cash_out,100,8581,8481,,Gasabo,0,,22,5,0,4.61512051684126
T508958,U101562,D201562,2025-05-29 23:45:34,cash_out,100,5838,5738,,Ruhango,0,,23,3,0,4.61512051684126
T500429,U100277,D200277,2025-07-05 11:13:15,cash_in,111,10884,10995,,Huye,0,,11,5,0,4.718498871295094
T500280,U101306,D201306,2025-10-06 15:19:21,cash_in,100,20003,20103,,Huye,0,,15,0,0,4.61512051684126
T501584,U100218,D200218,2025-04-25 21:46:36,transfer,100,15822,15722,U101372,Nyamasheke,0,,21,4,0,4.61512051684126
T504052,U101441,D201441,2025-09-20 08:39:53,airtime_purchase,480,36238,35758,,Kayonza,0,,8,5,0,6.175867270105761
T506493,U100076,D200076,2025-06-16 06:04:55,cash_out,100,21560,21460,,Gicumbi,0,,6,0,0,4.61512051684126
T505649,U100641,D200641,2025-07-29 05:14:54,cash_in,100,47126,47226,,Gasabo,0,,5,1,0,4.61512051684126
T500424,U101326,D201326,2025-05-03 06:36:45,cash_out,115,7619,7504,,Gicumbi,0,,6,5,0,4.7535901911063645
T504488,U101793,D201793,2025-06-14 23:16:08,transfer,100,25916,25816,U101243,Kicukiro,0,,23,5,0,4.61512051684126
T507174,U100840,D200840,2025-04-30 17:01:40,cash_in,100,15449,15549,,Rubavu,0,,17,2,0,4.61512051684126
T505020,U101878,D201878,2025-05-03 08:43:07,cash_in,100,6702,6802,,Kicukiro,0,,8,5,0,4.61512051684126
T509969,U100202,D200202,2025-07-11 07:15:42,cash_in,303,72344,72444,,Kayonza,1,rapid_multiple_transfers,7,4,0,5.717027701406222
T504233,U101825,D201825,2025-07-30 13:16:03,cash_out,1131,16242,15111,,Gicumbi,0,,13,2,0,7.031741258763128
T505067,U100414,D200414,2025-05-31 12:11:18,transfer,100,18793,18693,U100603,Gicumbi,0,,12,5,0,4.61512051684126
T504045,U100909,D200909,2025-07-27 17:50:04,airtime_purchase,473,59745,59272,,Nyagatare,0,,17,6,0,6.161207321695076
T507692,U100385,D200385,2025-05-28 20:40:08,cash_out,100,13797,13697,,Huye,0,,20,2,0,4.61512051684126
T500527,U100210,D200210,2025-05-19 10:28:46,cash_out,307,3711,3404,,Musanze,0,,10,0,0,5.730099782973574
T504589,U101142,D201142,2025-08-17 16:28:42,cash_out,100,17554,17454,,Nyarugenge,0,,16,6,0,4.61512051684126
T507325,U100550,D200550,2025-09-17 23:45:56,cash_in,100,11498,11598,,Nyagatare,0,,23,2,0,4.61512051684126
T509485,U100070,D200070,2025-08-13 10:13:52,cash_out,118,17944,17826,,Kayonza,0,,10,2,0,4.77912349311153
T507394,U101939,D201939,2025-09-26 15:13:06,cash_out,100,25014,24914,,Huye,0,,15,4,0,4.61512051684126
T502484,U101839,D201839,2025-06-23 05:48:06,cash_in,100,7446,7546,,Nyarugenge,0,,5,0,0,4.61512051684126
T508272,U100105,D200105,2025-05-25 18:54:00,cash_out,100,26041,25941,,Kicukiro,0,,18,6,0,4.61512051684126
T509911,U101212,D201212,2025-09-17 04:08:07,transfer,100,14144,14044,U100905,Musanze,0,,4,2,1,4.61512051684126
T508176,U100704,D200704,2025-08-17 16:46:47,cash_out,100,5631,5531,,Nyagatare,0,,16,6,0,4.61512051684126
T508604,U101769,D201769,2025-06-12 19:01:49,cash_in,310,8785,9095,,Nyarugenge,0,,19,3,0,5.739792912179234
T506719,U101039,D201039,2025-06-16 16:12:05,airtime_purchase,100,44693,44593,,Gicumbi,0,,16,0,0,4.61512051684126
T501603,U101398,D201398,2025-05-05 11:03:02,transfer,144,33358,33214,E969403,Kicukiro,0,,11,0,0,4.976733742420574
T509440,U100305,D200305,2025-10-10 17:10:28,transfer,100,10102,10002,U101377,Nyagatare,0,,17,4,0,4.61512051684126
T509418,U100885,D200885,2025-07-24 22:17:39,transfer,468,75036,74568,U101741,Nyarugenge,0,,22,3,0,6.150602768446279
T508057,U101453,D201453,2025-04-21 08:54:21,bill_payment,141,189955,189814,,Rubavu,0,,8,0,0,4.955827057601261
T509833,U101614,D201614,2025-05-20 18:54:27,transfer,100,1791,1691,U100983,Kigali,0,,18,1,0,4.61512051684126
T500553,U101586,D201586,2025-06-25 16:54:18,transfer,100,16938,16838,U101616,Gicumbi,0,,16,2,0,4.61512051684126
T500947,U100555,D200555,2025-04-30 00:59:40,transfer,100,0,0,U100574,Gasabo,0,,0,2,1,4.61512051684126
T507973,U100783,D200783,2025-10-03 01:16:29,transfer,100,30189,30089,E700790,Nyarugenge,0,,1,4,1,4.61512051684126
T508241,U101156,D201156,2025-10-05 16:05:40,cash_out,169,12976,12807,,Gasabo,0,,16,6,0,5.135798437050261
T504645,U101623,D201623,2025-07-05 22:46:10,cash_in,100,9212,9312,,Nyarugenge,0,,22,5,0,4.61512051684126
T508614,U101569,D201569,2025-05-15 00:35:57,transfer,100,13135,13035,U101254,Gasabo,0,,0,3,1,4.61512051684126
T505009,U100744,D200744,2025-08-27 23:36:06,cash_in,100,28926,29026,,Kigali,0,,23,2,0,4.61512051684126
T503097,U101782,D201782,2025-04-29 16:14:07,transfer,100,2043,1943,U100634,Nyamasheke,0,,16,1,0,4.61512051684126
T500611,U101222,D201222,2025-08-03 02:11:30,transfer,337,23179,22842,U101177,Kigali,0,,2,6,1,5.823045895483019
T505152,U101774,D201774,2025-09-11 15:56:50,cash_in,100,7466,7566,,Gicumbi,0,,15,3,0,4.61512051684126
T507167,U100114,D200114,2025-07-03 14:11:18,cash_in,100,14065,14165,,Huye,0,,14,3,0,4.61512051684126
T502125,U101313,D201313,2025-10-08 01:26:40,cash_in,104,7304,7408,,Kayonza,0,,1,2,1,4.653960350157523
T508935,U100802,D200802,2025-05-23 18:32:21,cash_in,100,12315,12415,,Ruhango,0,,18,4,0,4.61512051684126
T507961,U101634,D201634,2025-08-21 04:39:18,transfer,100,13358,13258,U100721,Nyarugenge,0,,4,3,1,4.61512051684126
T503964,U101608,D201608,2025-05-16 11:25:30,airtime_purchase,520,23209,22689,,Rubavu,0,,11,4,0,6.255750041753367
T503559,U101465,D201465,2025-04-26 16:11:00,cash_out,100,18889,18789,,Kicukiro,0,,16,5,0,4.61512051684126
T501128,U101804,D201804,2025-06-18 02:37:51,transfer,100,7116,7016,U101665,Kicukiro,0,,2,2,1,4.61512051684126
T500779,U100594,D200594,2025-04-29 04:02:38,airtime_purchase,1213,29492,28279,,Musanze,0,,4,1,1,7.101675971619444
T508617,U100510,D200510,2025-04-21 11:45:02,cash_out,100,16462,16362,,Gicumbi,0,,11,0,0,4.61512051684126
T502192,U101019,D201019,2025-07-25 15:14:13,cash_out,100,12513,12413,,Kicukiro,0,,15,4,0,4.61512051684126
T502988,U101480,D201480,2025-09-06 03:17:42,cash_in,821,47702,48523,,Nyamasheke,0,,3,5,1,6.71174039505618
T503976,U100528,D200528,2025-07-21 21:33:21,transfer,100,16513,16413,U100905,Musanze,0,,21,0,0,4.61512051684126
T501731,U101058,D201058,2025-07-08 00:40:52,transfer,200000,205000,5000,E709762,Nyagatare,1,large_amount_odd_hour,0,1,1,12.206077645517674
T509798,U101077,D201077,2025-07-30 09:40:04,cash_out,100,16960,16860,,Huye,0,,9,2,0,4.61512051684126
T504667,U100120,D200120,2025-09-17 00:22:57,bill_payment,100,31553,31453,,Huye,0,,0,2,1,4.61512051684126
T505405,U101111,D201111,2025-05-24 15:54:37,transfer,100,12772,12672,U100098,Gicumbi,0,,15,5,0,4.61512051684126
T502795,U100229,D200229,2025-08-09 20:55:43,cash_in,100,21718,21818,,Kayonza,0,,20,5,0,4.61512051684126
T500437,U100752,D200752,2025-08-04 17:23:41,airtime_purchase,100,1294,1194,,Gicumbi,0,,17,0,0,4.61512051684126
T502039,U100816,D200816,2025-07-27 10:39:54,cash_in,100,18463,18563,,Nyamasheke,0,,10,6,0,4.61512051684126
T506066,U100085,D200085,2025-04-29 13:07:02,transfer,100,12674,12574,U100272,Musanze,0,,13,1,0,4.61512051684126
T505831,U101915,D201915,2025-07-28 07:30:12,cash_in,100,2877,2977,,Huye,0,,7,0,0,4.61512051684126
T501874,U100911,D200911,2025-09-19 15:36:10,airtime_purchase,900,9165,8265,,Rubavu,0,,15,4,0,6.803505257608338
T508967,U101532,D201532,2025-07-11 03:57:09,transfer,100,29330,29230,U100892,Kigali,0,,3,4,1,4.61512051684126
T504933,U100571,D200571,2025-06-22 00:31:41,transfer,869,95081,94212,U101360,Rubavu,0,,0,6,1,6.768493211648629
T508906,U100766,D200766,2025-09-02 10:55:49,cash_in,100,10001,10101,,Kayonza,0,,10,1,0,4.61512051684126
T500166,U101038,D201038,2025-06-20 01:22:15,airtime_purchase,273,22409,22136,,Gicumbi,0,,1,4,1,5.613128106388071
T501948,U100187,D200187,2025-09-01 04:44:01,cash_in,100,12404,12504,,Nyagatare,0,,4,0,1,4.61512051684126
T501688,U101293,D201293,2025-04-27 01:22:32,cash_out,100,31422,31322,,Nyagatare,0,,1,6,1,4.61512051684126
T505976,U101321,D201321,2025-09-03 10:57:45,cash_in,256,34910,35166,,Gasabo,0,,10,2,0,5.549076084895219
T501601,U101546,D201546,2025-08-13 06:04:27,transfer,100,8484,8384,U100402,Ruhango,0,,6,2,0,4.61512051684126
T503609,U100018,D200018,2025-06-30 08:05:40,transfer,100,7696,7596,E753450,Kayonza,0,,8,0,0,4.61512051684126
T506094,U100496,D200496,2025-05-22 13:03:02,transfer,100,4814,4714,U101901,Nyagatare,0,,13,3,0,4.61512051684126
T508561,U100541,D200541,2025-07-12 19:29:48,transfer,100,8246,8146,U100174,Nyamasheke,0,,19,5,0,4.61512051684126
T504454,U101095,D201095,2025-07-20 00:04:42,transfer,100,17877,17777,U101163,Nyamasheke,0,,0,6,1,4.61512051684126
T506042,U100952,D200952,2025-10-14 14:04:26,cash_out,143,4871,4728,,Nyamasheke,0,,14,1,0,4.969813299576001
T505892,U101067,D201067,2025-06-15 20:26:31,cash_out,229,38531,38302,,Huye,0,,20,6,0,5.438079308923196
T509553,U100610,D200610,2025-09-25 06:21:44,cash_in,249,28744,28993,,Musanze,0,,6,3,0,5.521460917862246
T509920,U100023,D200023,2025-06-01 19:03:06,cash_out,100,5116,5016,,Nyamasheke,0,,19,6,0,4.61512051684126
T508151,U100851,D200851,2025-10-06 01:29:34,cash_in,100,3792,3892,,Nyarugenge,0,,1,0,1,4.61512051684126
T508002,U100883,D200883,2025-07-03 04:52:08,transfer,100,11562,11462,U100530,Gasabo,0,,4,3,1,4.61512051684126
T505233,U101073,D201073,2025-05-10 22:12:27,cash_in,149,1588,1737,,Gicumbi,0,,22,5,0,5.010635294096256
T502660,U100455,D200455,2025-05-15 23:51:10,airtime_purchase,100,9227,9127,,Kayonza,0,,23,3,0,4.61512051684126
T503507,U100590,D200590,2025-09-10 08:13:27,airtime_purchase,478,14555,14077,,Nyamasheke,0,,8,2,0,6.171700597410915
T506594,U100047,D200047,2025-08-07 08:02:32,cash_out,100,26646,26546,,Huye,0,,8,3,0,4.61512051684126
T501050,U100937,D200937,2025-08-18 21:07:07,cash_out,100,15682,15582,,Kicukiro,0,,21,0,0,4.61512051684126
T500988,U100937,D200937,2025-05-11 18:31:38,transfer,439,20066,19627,U101943,Kicukiro,0,,18,6,0,6.0867747269123065
T509384,U100749,D200749,2025-07-27 20:39:37,transfer,100,6564,6464,U100766,Rubavu,0,,20,6,0,4.61512051684126
T502987,U100268,D200268,2025-10-09 11:53:10,airtime_purchase,100,14860,14760,,Musanze,0,,11,3,0,4.61512051684126
T507212,U100301,D200301,2025-09-09 20:07:44,cash_in,400,4228,4628,,Gasabo,0,,20,1,0,5.993961427306569
T500100,U100388,D200388,2025-06-17 14:45:31,cash_in,553,42343,42896,,Nyarugenge,0,,14,1,0,6.317164686747284
T501500,U101358,D201358,2025-08-24 16:09:51,cash_out,100,6947,6847,,Kicukiro,0,,16,6,0,4.61512051684126
T508664,U101464,D201464,2025-06-04 00:29:14,bill_payment,100,7944,7844,,Huye,0,,0,2,1,4.61512051684126
T509395,U101526,D201526,2025-06-30 22:43:58,bill_payment,599,49009,48410,,Nyarugenge,0,,22,0,0,6.396929655216146
T506910,U100136,D200136,2025-06-27 08:36:45,transfer,100,12438,12338,E999114,Kicukiro,0,,8,4,0,4.61512051684126
T506185,U101096,D201096,2025-09-26 03:29:38,transfer,135,10706,10571,E708568,Ruhango,0,,3,4,1,4.912654885736052
T500594,U101672,D201672,2025-07-17 00:45:07,airtime_purchase,200000,205000,5000,,Rubavu,1,large_amount_odd_hour,0,3,1,12.206077645517674
T508706,U100870,D200870,2025-08-15 15:24:15,airtime_purchase,243,1291,1048,,Gasabo,0,,15,4,0,5.497168225293201
T508314,U100087,D200087,2025-06-15 00:46:21,cash_out,107,10320,10213,,Rubavu,0,,0,6,1,4.68213122712422
T509428,U100528,D200528,2025-05-23 02:31:49,airtime_purchase,100,23157,23057,,Huye,0,,2,4,1,4.61512051684126
T508020,U101139,D201139,2025-08-03 07:41:26,bill_payment,100,32122,32022,,Kigali,0,,7,6,0,4.61512051684126
T501595,U100796,D200796,2025-06-06 03:16:30,transfer,100,17997,17897,U101635,Ruhango,0,,3,4,1,4.61512051684126
T504119,U101236,D201236,2025-09-28 12:38:16,transfer,681,75200,74519,E978133,Gicumbi,0,,12,6,0,6.5250296578434615
T501345,U100857,D200857,2025-08-02 23:40:40,cash_in,100,26220,26320,,Gicumbi,0,,23,5,0,4.61512051684126
T504131,U101937,D201937,2025-10-09 12:45:23,transfer,100,18203,18103,U101828,Gicumbi,0,,12,3,0,4.61512051684126
T506653,U100271,D200271,2025-06-21 00:16:43,transfer,100,3142,3042,U100350,Rubavu,0,,0,5,1,4.61512051684126
T505989,U101908,D201908,2025-06-09 13:03:48,bill_payment,100,6176,6076,,Huye,0,,13,0,0,4.61512051684126
T508787,U100976,D200976,2025-05-31 18:56:26,cash_out,100,15742,15642,,Nyamasheke,0,,18,5,0,4.61512051684126
T509420,U101446,D201446,2025-08-16 05:27:58,bill_payment,100,15578,15478,,Kayonza,0,,5,5,0,4.61512051684126
T502629,U100764,D200764,2025-07-29 12:32:37,airtime_purchase,323,30271,29948,,Kayonza,0,,12,1,0,5.780743515792329
T502469,U100240,D200240,2025-08-01 22:54:23,transfer,100,6177,6077,U101766,Gasabo,0,,22,4,0,4.61512051684126
T508595,U101810,D201810,2025-07-09 09:00:18,cash_out,214,16472,16258,,Ruhango,0,,9,2,0,5.3706380281276624
T501082,U101763,D201763,2025-09-06 00:21:12,airtime_purchase,100,5378,5278,,Nyagatare,0,,0,5,1,4.61512051684126
T502974,U101185,D201185,2025-08-14 16:48:48,transfer,100,12994,12894,U100595,Kayonza,0,,16,3,0,4.61512051684126
T507462,U101905,D201905,2025-05-26 13:16:27,transfer,100,33033,32933,E836120,Rubavu,0,,13,0,0,4.61512051684126
T507122,U101668,D201668,2025-05-22 16:46:38,transfer,460,34269,33809,U100221,Nyarugenge,0,,16,3,0,6.133398042996649
T503937,U100552,D200552,2025-05-12 01:11:05,cash_in,100,50355,50455,,Gasabo,0,,1,0,1,4.61512051684126
T507920,U100116,D200116,2025-05-24 16:51:06,cash_in,100,10772,10872,,Musanze,0,,16,5,0,4.61512051684126
T508220,U100243,D200243,2025-06-29 04:58:39,airtime_purchase,156,34399,34243,,Nyagatare,0,,4,6,1,5.056245805348308
T506616,U101806,D201806,2025-05-19 07:05:34,cash_in,226,8628,8854,,Nyarugenge,0,,7,0,0,5.424950017481402
T502486,U101510,D201510,2025-07-10 02:50:03,transfer,100,8801,8701,U100451,Nyarugenge,0,,2,3,1,4.61512051684126
T505190,U101287,D201287,2025-10-06 20:17:02,transfer,100,5746,5646,U100439,Nyagatare,0,,20,0,0,4.61512051684126
T502574,U100377,D200377,2025-05-30 20:05:35,airtime_purchase,249,19285,19036,,Ruhango,0,,20,4,0,5.521460917862246
T509589,U100632,D200632,2025-05-03 22:48:54,transfer,100,10384,10284,E840144,Ruhango,0,,22,5,0,4.61512051684126
T500711,U101557,D201557,2025-07-01 22:50:32,transfer,100,1309,1209,U100653,Ruhango,0,,22,1,0,4.61512051684126
T509952,U101580,D201580,2025-04-25 20:06:49,transfer,277,19798,19521,E784698,Kigali,0,,20,4,0,5.627621113690637
T501001,U100055,D200055,2025-09-09 05:03:35,cash_out,226,6914,6688,,Huye,0,,5,1,0,5.424950017481402
T509221,U100689,D200689,2025-09-29 11:46:25,cash_in,168,30483,30651,,Nyarugenge,0,,11,0,0,5.1298987149230735
T505647,U101450,D201450,2025-08-14 02:48:37,transfer,100,23234,23134,U101678,Nyagatare,0,,2,3,1,4.61512051684126
T502029,U100084,D200084,2025-06-22 00:07:22,cash_in,213,7655,7868,,Ruhango,0,,0,6,1,5.365976015021851
T501061,U101268,D201268,2025-05-01 09:50:47,cash_out,100,9940,9840,,Rubavu,0,,9,3,0,4.61512051684126
T506967,U101974,D201974,2025-05-07 13:52:11,cash_out,100,10609,10509,,Nyamasheke,0,,13,2,0,4.61512051684126
T500783,U100981,D200981,2025-06-01 13:15:02,cash_in,136,23153,23289,,Nyarugenge,0,,13,6,0,4.919980925828125
T505082,U100847,D200847,2025-09-28 01:33:58,transfer,268,63323,63055,E856686,Kicukiro,0,,1,6,1,5.594711379601839
T503497,U101699,D201699,2025-07-12 21:21:54,transfer,100,16455,16355,U101025,Musanze,0,,21,5,0,4.61512051684126
T500402,U101394,D201394,2025-09-30 18:56:02,bill_payment,100,12642,12542,,Kicukiro,0,,18,1,0,4.61512051684126
T508507,U101634,D201634,2025-04-21 12:21:01,transfer,100,13758,13658,U101752,Kigali,0,,12,0,0,4.61512051684126
T503287,U101538,D201538,2025-07-28 20:51:02,transfer,100,7736,7636,U100950,Rubavu,0,,20,0,0,4.61512051684126
T505265,U100711,D200711,2025-08-24 15:39:03,cash_out,100,13258,13158,,Huye,0,,15,6,0,4.61512051684126
T505824,U100188,D200188,2025-05-07 02:38:36,cash_in,100,6105,6205,,Nyarugenge,0,,2,2,1,4.61512051684126
T504650,U100771,D200771,2025-06-16 13:16:13,airtime_purchase,100,9357,9257,,Nyamasheke,0,,13,0,0,4.61512051684126
T501590,U100417,D200417,2025-09-14 08:00:08,transfer,139,5348,5209,U101667,Ruhango,0,,8,6,0,4.941642422609304
T508992,U100696,D200696,2025-05-10 10:26:17,airtime_purchase,100,17297,17197,,Ruhango,0,,10,5,0,4.61512051684126
T503050,U101515,D201515,2025-10-08 20:31:03,airtime_purchase,108,10993,10885,,Kicukiro,0,,20,2,0,4.691347882229144
T509570,U101539,D201539,2025-09-02 05:41:56,transfer,100,3847,3747,U101043,Huye,0,,5,1,0,4.61512051684126
T502163,U100839,D200839,2025-07-15 19:17:18,cash_out,100,19255,19155,,Gasabo,0,,19,1,0,4.61512051684126
T504982,U100563,D200563,2025-08-14 10:14:09,cash_in,100,9776,9876,,Kigali,0,,10,3,0,4.61512051684126
T504895,U100766,D200766,2025-08-10 07:56:22,transfer,100,18881,18781,U101915,Huye,0,,7,6,0,4.61512051684126
T502916,U101523,D201523,2025-05-04 17:35:53,transfer,100,6904,6804,E899958,Ruhango,0,,17,6,0,4.61512051684126
T502040,U101584,D201584,2025-09-03 12:18:44,cash_out,100,21103,21003,,Kicukiro,0,,12,2,0,4.61512051684126
T500441,U101314,D201314,2025-08-23 04:15:10,transfer,100,20661,20561,E726517,Nyagatare,0,,4,5,1,4.61512051684126
T502475,U101018,D201018,2025-09-13 01:20:32,transfer,310,18361,18261,U100088,Kicukiro,1,rapid_multiple_transfers,1,5,1,5.739792912179234
T509011,U101025,D201025,2025-10-07 18:59:06,cash_out,100,40409,40309,,Rubavu,0,,18,1,0,4.61512051684126
T500488,U101887,D201887,2025-06-25 02:06:37,transfer,200000,205000,5000,U101781,Rubavu,1,large_amount_odd_hour,2,2,1,12.206077645517674
T500851,U101780,D201780,2025-10-16 02:03:57,transfer,100,5395,5295,U101398,Nyamasheke,0,,2,3,1,4.61512051684126
T503519,U100566,D200566,2025-05-03 11:29:04,cash_out,100,1384,1284,,Rubavu,0,,11,5,0,4.61512051684126
T500760,U101787,D201787,2025-10-02 17:43:24,cash_in,100,2672,2772,,Kayonza,0,,17,3,0,4.61512051684126
T508192,U101842,D201842,2025-08-14 17:14:40,cash_in,100,8332,8432,,Kigali,0,,17,3,0,4.61512051684126
T502500,U101211,D201211,2025-07-21 22:37:07,cash_out,100,9399,9299,,Huye,0,,22,0,0,4.61512051684126
T502118,U100135,D200135,2025-05-25 09:14:39,cash_in,1259,67606,68865,,Huye,0,,9,6,0,7.138866999945524
T507972,U100656,D200656,2025-09-01 00:47:37,transfer,287,8114,7827,U101323,Musanze,0,,0,0,1,5.662960480135946
T503189,U101527,D201527,2025-05-03 15:09:06,airtime_purchase,1518,47563,46045,,Kicukiro,0,,15,5,0,7.325807502595772
T503950,U101486,D201486,2025-06-29 02:19:19,airtime_purchase,605,5982,5377,,Kicukiro,0,,2,6,1,6.406879986069314
T505139,U100978,D200978,2025-06-09 13:42:43,cash_out,100,2065,1965,,Ruhango,0,,13,0,0,4.61512051684126
T500958,U100200,D200200,2025-07-14 20:58:44,cash_in,100,25645,25745,,Nyarugenge,0,,20,0,0,4.61512051684126
T506396,U100769,D200769,2025-09-18 00:22:53,transfer,645,102579,101934,U100186,Ruhango,0,,0,3,1,6.470799503782602
T505007,U101869,D201869,2025-08-23 00:15:43,cash_out,106,6828,6722,,Kigali,0,,0,5,1,4.672828834461906
T503395,U101518,D201518,2025-07-05 21:29:26,transfer,100,3563,3463,U101563,Kicukiro,0,,21,5,0,4.61512051684126
T506985,U100005,D200005,2025-05-12 11:14:52,transfer,146,14075,13929,U101575,Kigali,0,,11,0,0,4.990432586778736
T507519,U100181,D200181,2025-07-04 13:41:28,airtime_purchase,100,4526,4426,,Nyamasheke,0,,13,4,0,4.61512051684126
T502183,U101425,D201425,2025-05-31 14:14:53,bill_payment,100,3107,3007,,Nyagatare,0,,14,5,0,4.61512051684126
T502581,U101118,D201118,2025-07-28 12:41:50,cash_in,100,22220,22320,,Rubavu,0,,12,0,0,4.61512051684126
T500874,U101352,D201352,2025-07-31 05:12:21,cash_in,100,33824,33924,,Nyarugenge,0,,5,3,0,4.61512051684126
T508786,U100531,D200531,2025-05-19 13:49:38,cash_out,100,5279,5179,,Kicukiro,0,,13,0,0,4.61512051684126
T504147,U101726,D201726,2025-07-02 14:31:43,transfer,118,13937,13819,U100458,Nyagatare,0,,14,2,0,4.77912349311153
T507103,U100879,D200879,2025-04-25 23:24:09,transfer,101,72650,72549,U100639,Musanze,0,,23,4,0,4.624972813284271
T508135,U101357,D201357,2025-08-23 06:39:41,cash_in,100,29428,29528,,Ruhango,0,,6,5,0,4.61512051684126
T508865,U100054,D200054,2025-06-27 08:17:47,transfer,203,40244,40041,U101102,Nyagatare,0,,8,4,0,5.318119993844216
T504804,U100383,D200383,2025-10-15 07:34:55,cash_out,162,8563,8401,,Rubavu,0,,7,2,0,5.093750200806762
T505583,U100012,D200012,2025-05-06 10:46:06,bill_payment,100,20448,20348,,Kicukiro,0,,10,1,0,4.61512051684126
T507536,U101858,D201858,2025-07-16 09:27:59,transfer,412,8782,8370,U100705,Gasabo,0,,9,2,0,6.023447592961032
T503499,U101815,D201815,2025-07-04 07:55:27,transfer,100,6681,6581,U100842,Nyagatare,0,,7,4,0,4.61512051684126
T508589,U100927,D200927,2025-04-21 17:40:41,cash_out,100,30141,30041,,Ruhango,0,,17,0,0,4.61512051684126
T500092,U101984,D201984,2025-05-09 02:38:09,cash_out,100,37622,37522,,Nyarugenge,0,,2,4,1,4.61512051684126
T507820,U100789,D200789,2025-10-10 22:09:13,cash_out,100,2269,2169,,Rubavu,0,,22,4,0,4.61512051684126
T502151,U101573,D201573,2025-05-24 04:22:54,airtime_purchase,100,6624,6524,,Rubavu,0,,4,5,1,4.61512051684126
T506728,U101597,D201597,2025-05-06 03:28:06,transfer,333,51137,50804,U101285,Nyagatare,0,,3,1,1,5.8111409929767
T506536,U100691,D200691,2025-07-11 05:16:29,airtime_purchase,105,22023,21918,,Gasabo,0,,5,4,0,4.663439094112067
T504036,U100939,D200939,2025-07-13 04:24:44,cash_in,100,9041,9141,,Rubavu,0,,4,6,1,4.61512051684126
